Codigo,Titulo
4841,Autotransporte de carga generalT
48411,Autotransporte local de carga generalT
484111,Autotransporte local de productos agrícolas sin refrigeración
484119,Otro autotransporte local de carga general
48412,Autotransporte foráneo de carga generalT
484121,Autotransporte foráneo de productos agrícolas sin refrigeración
484129,Otro autotransporte foráneo de carga general
4842,Autotransporte de carga especializadoT
48421,Servicios de mudanzasT
484210,Servicios de mudanzas
48422,"Autotransporte local de carga especializado, excepto mudanzasT"
484221,Autotransporte local de materiales para la construcción
484222,Autotransporte local de materiales y residuos peligrosos
484223,Autotransporte local con refrigeración
484224,Autotransporte local de madera
484229,Otro autotransporte local de carga especializado
48423,"Autotransporte foráneo de carga especializado, excepto mudanzasT"
484231,Autotransporte foráneo de materiales para la construcción
484232,Autotransporte foráneo de materiales y residuos peligrosos
484233,Autotransporte foráneo con refrigeración
484234,Autotransporte foráneo de madera
484239,Otro autotransporte foráneo de carga especializado
485,"Transporte terrestre de pasajeros, excepto por ferrocarrilT"
4851,Transporte colectivo urbano y suburbano de pasajeros de ruta fijaT
48511,Transporte colectivo urbano y suburbano de pasajeros de ruta fijaT
485111,Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija
485112,Transporte colectivo urbano y suburbano de pasajeros en automóviles de ruta fija
485113,Transporte colectivo urbano y suburbano de pasajeros en trolebuses y trenes ligeros
485114,Transporte colectivo urbano y suburbano de pasajeros en metro
485115,Transporte colectivo urbano y suburbano de pasajeros en autobuses que transitan en carril exclusivo
4852,Transporte colectivo foráneo de pasajeros de ruta fijaT
48521,Transporte colectivo foráneo de pasajeros de ruta fijaT
485210,Transporte colectivo foráneo de pasajeros de ruta fija
4853,Servicio de taxis y limusinasT
48531,Servicio de taxisT
485311,Transporte de pasajeros en taxis de sitio
485312,Transporte de pasajeros en taxis de ruleteo
48532,Alquiler de automóviles con choferT
485320,Alquiler de automóviles con chofer
4854,Transporte escolar y de personalT
48541,Transporte escolar y de personalT
485410,Transporte escolar y de personal
4855,Alquiler de autobuses con choferT
48551,Alquiler de autobuses con choferT
485510,Alquiler de autobuses con chofer
4859,Otro transporte terrestre de pasajerosT
48599,Otro transporte terrestre de pasajerosT
485990,Otro transporte terrestre de pasajeros
486,Transporte por ductosT
4861,Transporte de petróleo crudo por ductosT
48611,Transporte de petróleo crudo por ductosT
486110,Transporte de petróleo crudo por ductos
4862,Transporte de gas natural por ductosT
48621,Transporte de gas natural por ductosT
486210,Transporte de gas natural por ductos
4869,Transporte por ductos de otros productosT
48691,Transporte por ductos de productos refinados del petróleoT
486910,Transporte por ductos de productos refinados del petróleo
48699,"Transporte por ductos de otros productos, excepto de productos refinados del petróleoT"
486990,"Transporte por ductos de otros productos, excepto de productos refinados del petróleo"
487,Transporte turísticoT
4871,Transporte turístico por tierraT
48711,Transporte turístico por tierraT
487110,Transporte turístico por tierra
4872,Transporte turístico por aguaT
48721,Transporte turístico por aguaT
487210,Transporte turístico por agua
4879,Otro transporte turísticoT
48799,Otro transporte turísticoT
487990,Otro transporte turístico
488,Servicios relacionados con el transporteT
4881,Servicios relacionados con el transporte aéreoT
48811,Operaciones aeroportuariasT
488111,Servicios a la navegación aérea
488112,Administración de aeropuertos y helipuertos
48819,Otros servicios relacionados con el transporte aéreoT
488190,Otros servicios relacionados con el transporte aéreo
4882,Servicios relacionados con el transporte por ferrocarrilT
48821,Servicios relacionados con el transporte por ferrocarrilT
488210,Servicios relacionados con el transporte por ferrocarril
4883,Servicios relacionados con el transporte por aguaT
48831,Administración de puertos y muellesT
488310,Administración de puertos y muelles
48832,Servicios de carga y descarga para el transporte por aguaT
488320,Servicios de carga y descarga para el transporte por agua
48833,Servicios para la navegación por aguaT
488330,Servicios para la navegación por agua
48839,Otros servicios relacionados con el transporte por aguaT
488390,Otros servicios relacionados con el transporte por agua
4884,Servicios relacionados con el transporte por carreteraT
48841,Servicios de grúaT
488410,Servicios de grúa
48849,Otros servicios relacionados con el transporte por carreteraT
488491,Servicios de administración de centrales camioneras
488492,"Servicios de administración de carreteras, puentes y servicios auxiliares"
488493,Servicios de báscula para el transporte y otros servicios relacionados con el transporte por carretera
4885,Servicios de intermediación para el transporte de cargaT
48851,Servicios de intermediación para el transporte de cargaT
488511,Servicios de agencias aduanales
488519,Otros servicios de intermediación para el transporte de carga
4889,Otros servicios relacionados con el transporteT
48899,Otros servicios relacionados con el transporteT
488990,Otros servicios relacionados con el transporte
491,Servicios postalesT
4911,Servicios postalesT
49111,Servicios postalesT
491110,Servicios postales
492,Servicios de mensajería y paqueteríaT
4921,Servicios de mensajería y paquetería foráneaT
49211,Servicios de mensajería y paquetería foráneaT
492110,Servicios de mensajería y paquetería foránea
4922,Servicios de mensajería y paquetería localT
49221,Servicios de mensajería y paquetería localT
492210,Servicios de mensajería y paquetería local
493,Servicios de almacenamientoT
4931,Servicios de almacenamientoT
49311,Almacenes generales de depósito y otros servicios de almacenamiento general sin instalaciones especializadasT
493111,Almacenes generales de depósito
493119,Otros servicios de almacenamiento general sin instalaciones especializadas
49312,Almacenamiento con refrigeraciónT
493120,Almacenamiento con refrigeración
49313,Almacenamiento de productos agrícolas que no requieren refrigeraciónT
493130,Almacenamiento de productos agrícolas que no requieren refrigeración
49319,Otros servicios de almacenamiento con instalaciones especializadasT
493190,Otros servicios de almacenamiento con instalaciones especializadas
51,Información en medios masivosT
512,"Industria fílmica y del video, e industria del sonidoT"
5121,Industria fílmica y del videoT
51211,"Producción de películas, programas para la televisión y otros materiales audiovisualesT"
512111,Producción de películas
512112,Producción de programas para la televisión
512113,"Producción de videoclips, comerciales y otros materiales audiovisuales"
51212,Distribución de películas y de otros materiales audiovisualesT
512120,Distribución de películas y de otros materiales audiovisuales
51213,Exhibición de películas y otros materiales audiovisualesT
512130,Exhibición de películas y otros materiales audiovisuales
51219,Servicios de postproducción y otros servicios para la industria fílmica y del videoT
512190,Servicios de postproducción y otros servicios para la industria fílmica y del video
5122,Industria del sonidoT
51223,Editoras de músicaT
512230,Editoras de música
51224,Grabación de discos compactos (CD) y de video digital (DVD) o casetes musicalesT
512240,Grabación de discos compactos (CD) y de video digital (DVD) o casetes musicales
51225,Productoras y distribuidoras discográficasT
512250,Productoras y distribuidoras discográficas
51229,Otros servicios de grabación del sonidoT
512290,Otros servicios de grabación del sonido
513,"Edición de periódicos, revistas, libros, directorios, software y otros materialesT"
5131,"Edición de periódicos, revistas, libros, directorios y otros materialesT"
51311,Edición de periódicosT
513111,Edición de periódicos en formato electrónico
513112,Edición de periódicos integrada con la impresión
51312,Edición de revistas y otras publicaciones periódicasT
513121,Edición de revistas y otras publicaciones periódicas en formato electrónico
513122,Edición de revistas y otras publicaciones periódicas integrada con la impresión
51313,Edición de librosT
513131,Edición de libros en formato electrónico
513132,Edición de libros integrada con la impresión
51314,Edición de directorios y listas de correoT
513141,Edición de directorios y listas de correo en formato electrónico
513142,Edición de directorios y listas de correo integrada con la impresión
51319,Edición de otros materialesT
513191,Edición de otros materiales en formato electrónico
513192,Edición de otros materiales integrada con la impresión
5132,Edición de softwareT
51321,Edición de softwareT
513210,Edición de software
516,Radio y televisión y provisión de contenidoT
5161,Estaciones de transmisión de programas de radio y televisiónT
51611,Estaciones de transmisión de programas de radioT
516110,Estaciones de transmisión de programas de radio
51612,Estaciones de transmisión de programas de televisiónT
516120,Estaciones de transmisión de programas de televisión
5162,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenidoT"
51621,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenidoT"
516210,"Servicios de distribución de audio y video en tiempo real (streaming), redes sociales, cadenas de radio y televisión y otros proveedores de contenido"
517,TelecomunicacionesT
5173,Operadores de servicios de telecomunicaciones alámbricas e inalámbricas
51731,Operadores de servicios de telecomunicaciones alámbricas e inalámbricas
517311,Operadores de servicios de telecomunicaciones alámbricas
517312,Operadores de servicios de telecomunicaciones inalámbricas
5174,Operadores de servicios de telecomunicaciones vía satéliteT
51741,Operadores de servicios de telecomunicaciones vía satéliteT
517410,Operadores de servicios de telecomunicaciones vía satélite
5179,Otros servicios de telecomunicaciones
51791,Otros servicios de telecomunicaciones
517910,Otros servicios de telecomunicaciones
518,"Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionadosT"
5182,"Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionadosT"
51821,"Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionadosT"
518210,"Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados"
519,"Bibliotecas, archivos, portales de búsqueda en la red y otros servicios de suministro de informaciónT"
5192,"Bibliotecas, archivos, portales de búsqueda en la red y otros servicios de suministro de informaciónT"
51921,Bibliotecas y archivosT
519211,Bibliotecas y archivos del sector privado
519212,Bibliotecas y archivos del sector público
51929,Portales de búsqueda en la red y otros servicios de suministro de informaciónT
519290,Portales de búsqueda en la red y otros servicios de suministro de información
52,Servicios financieros y de segurosT
521,Banca centralT
5211,Banca centralT
52111,Banca centralT
521110,Banca central
522,Instituciones de intermediación crediticia y financiera no bursátilT
5221,Banca múltiple
52211,Banca múltiple
522110,Banca múltiple
5222,Instituciones financieras de fomento económico
52221,Banca de desarrollo
522210,Banca de desarrollo
52222,Fondos y fideicomisos financieros
522220,Fondos y fideicomisos financieros
5223,Uniones de crédito e instituciones de ahorro
52231,Uniones de crédito
522310,Uniones de crédito
52232,"Cajas, cooperativas y sociedades financieras de ahorro y préstamo popular"
522320,"Cajas, cooperativas y sociedades financieras de ahorro y préstamo popular"
52239,Otras instituciones de ahorro y préstamo
522390,Otras instituciones de ahorro y préstamo
5224,Otras instituciones de intermediación crediticia y financiera no bursátil
52244,Compañías de autofinanciamiento
522440,Compañías de autofinanciamiento
52245,Montepíos y casas de empeño
522451,Montepíos
522452,Casas de empeño
52246,Sociedades financieras de objeto múltiple
522460,Sociedades financieras de objeto múltiple
52249,Otras instituciones de intermediación crediticia y financiera no bursátil
522490,Otras instituciones de intermediación crediticia y financiera no bursátil
5225,Servicios relacionados con la intermediación crediticia no bursátil
52251,Servicios relacionados con la intermediación crediticia no bursátil
522510,Servicios relacionados con la intermediación crediticia no bursátil
523,"Actividades bursátiles, cambiarias y de inversión financieraT"
5231,"Casas de bolsa, casas de cambio y centros cambiariosT"
52311,Casas de bolsa
523110,Casas de bolsa
52312,Casas de cambio y centros cambiarios
523121,Casas de cambio
523122,Centros cambiarios
5232,Bolsa de valoresT
52321,Bolsa de valoresT
523210,Bolsa de valores
5239,Asesoría en inversiones y otros servicios relacionados con la intermediación bursátilT
52391,Asesoría en inversiones
523910,Asesoría en inversiones
52399,Otros servicios relacionados con la intermediación bursátil
523990,Otros servicios relacionados con la intermediación bursátil
524,"Compañías de seguros, fianzas, y administración de fondos para el retiroT"
5241,Compañías de seguros y fianzasT
52411,Compañías de seguros
524110,Compañías de seguros
52412,Fondos de aseguramiento campesino
524120,Fondos de aseguramiento campesino
52413,Compañías afianzadoras
524130,Compañías afianzadoras
5242,"Servicios relacionados con los seguros y las fianzas, y administración de fondos para el retiroT"
52421,"Agentes, ajustadores y gestores de seguros y fianzas"
524210,"Agentes, ajustadores y gestores de seguros y fianzas"
52422,Administración de fondos para el retiro
524220,Administración de fondos para el retiro
525,Sociedades de inversión especializadas en fondos para el retiro y fondos de inversión
5251,Sociedades de inversión especializadas en fondos para el retiro
52511,Sociedades de inversión especializadas en fondos para el retiro
525110,Sociedades de inversión especializadas en fondos para el retiro
5252,Fondos de inversión
52521,Fondos de inversión
525210,Fondos de inversión
53,Servicios inmobiliarios y de alquiler de bienes muebles e intangiblesT
531,Servicios inmobiliariosT
5311,Alquiler sin intermediación de bienes raícesT
53111,Alquiler sin intermediación de bienes raíces
531111,Alquiler sin intermediación de viviendas amuebladas
531112,Alquiler sin intermediación de viviendas no amuebladas
531113,Alquiler sin intermediación de salones para fiestas y convenciones
531114,Alquiler sin intermediación de oficinas y locales comerciales
531115,"Alquiler sin intermediación de teatros, estadios, auditorios y similares"
531116,Alquiler sin intermediación de edificios industriales dentro de un parque industrial
531119,Alquiler sin intermediación de otros bienes raíces
5312,Inmobiliarias y corredores de bienes raícesT
53121,Inmobiliarias y corredores de bienes raícesT
531210,Inmobiliarias y corredores de bienes raíces
5313,Servicios relacionados con los servicios inmobiliariosT
53131,Servicios relacionados con los servicios inmobiliarios
531311,Servicios de administración de bienes raíces
531319,Otros servicios relacionados con los servicios inmobiliarios
532,Servicios de alquiler de bienes mueblesT
5321,"Alquiler de automóviles, camiones y otros transportes terrestresT"
53211,Alquiler de automóviles sin choferT
532110,Alquiler de automóviles sin chofer
53212,"Alquiler de camiones de carga, autobuses, minibuses y remolques sin choferT"
532121,Alquiler de camiones de carga sin chofer
532122,"Alquiler de autobuses, minibuses y remolques sin chofer"
5322,Alquiler de artículos para el hogar y personalesT
53221,Alquiler de aparatos eléctricos y electrónicos para el hogar y personalesT
532210,Alquiler de aparatos eléctricos y electrónicos para el hogar y personales
53228,Alquiler de otros artículos para el hogar y personalesT
532281,Alquiler de prendas de vestir
532282,"Alquiler de mesas, sillas, vajillas y similares"
532289,Alquiler de otros artículos para el hogar y personales
5323,Centros generales de alquilerT
53231,Centros generales de alquilerT
532310,Centros generales de alquiler
5324,"Alquiler de maquinaria y equipo agropecuario, pesquero, industrial, comercial y de serviciosT"
53241,"Alquiler de maquinaria y equipo para construcción, minería, actividades forestales y transporte, excepto terrestreT"
532411,"Alquiler de maquinaria y equipo para construcción, minería y actividades forestales"
532412,"Alquiler de equipo de transporte, excepto terrestre"
53242,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de oficinaT
532420,Alquiler de equipo de cómputo y de otras máquinas y mobiliario de oficina
53249,"Alquiler de otra maquinaria y equipo agropecuario, pesquero, para la industria manufacturera, comercial y de serviciosT"
532491,"Alquiler de maquinaria y equipo agropecuario, pesquero y para la industria manufacturera"
532492,"Alquiler de maquinaria y equipo para mover, levantar y acomodar materiales"
532493,Alquiler de maquinaria y equipo comercial y de servicios
533,"Servicios de alquiler de marcas registradas, patentes y franquiciasT"
5331,"Servicios de alquiler de marcas registradas, patentes y franquiciasT"
53311,"Servicios de alquiler de marcas registradas, patentes y franquiciasT"
533110,"Servicios de alquiler de marcas registradas, patentes y franquicias"
54,"Servicios profesionales, científicos y técnicosT"
541,"Servicios profesionales, científicos y técnicosT"
5411,Servicios legalesT
54111,Bufetes jurídicosT
541110,Bufetes jurídicos
54112,Notarías públicasT
541120,Notarías públicas
54119,Servicios de apoyo para efectuar trámites legalesT
541190,Servicios de apoyo para efectuar trámites legales
5412,"Servicios de contabilidad, auditoría y servicios relacionadosT"
54121,"Servicios de contabilidad, auditoría y servicios relacionadosT"
541211,Servicios de contabilidad y auditoría
541219,Otros servicios técnicos relacionados con la contabilidad
5413,"Servicios de arquitectura, ingeniería y actividades relacionadasT"
54131,Servicios de arquitecturaT
541310,Servicios de arquitectura
54132,Servicios de arquitectura de paisaje y urbanismoT
541320,Servicios de arquitectura de paisaje y urbanismo
54133,Servicios de ingenieríaT
541330,Servicios de ingeniería
54134,Servicios de dibujoT
541340,Servicios de dibujo
54135,Servicios de inspección de edificiosT
541350,Servicios de inspección de edificios
54136,Servicios de levantamiento geofísicoT
541360,Servicios de levantamiento geofísico
54137,Servicios de elaboración de mapasT
541370,Servicios de elaboración de mapas
54138,Servicios de laboratorios de pruebasT
541380,Servicios de laboratorios de pruebas
5414,Diseño especializadoT
54141,Diseño y decoración de interioresT
541410,Diseño y decoración de interiores
54142,Diseño industrialT
541420,Diseño industrial
54143,Diseño gráficoT
541430,Diseño gráfico
54149,Diseño de modas y otros diseños especializadosT
541490,Diseño de modas y otros diseños especializados
5415,Servicios de diseño de sistemas de cómputo y servicios relacionadosT
54151,Servicios de diseño de sistemas de cómputo y servicios relacionadosT
541510,Servicios de diseño de sistemas de cómputo y servicios relacionados
5416,"Servicios de consultoría administrativa, científica y técnicaT"
54161,Servicios de consultoría en administraciónT
541610,Servicios de consultoría en administración
54162,Servicios de consultoría en medio ambienteT
541620,Servicios de consultoría en medio ambiente
54169,Otros servicios de consultoría científica y técnicaT
541690,Otros servicios de consultoría científica y técnica
5417,Servicios de investigación científica y desarrolloT
54171,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vidaT"
541711,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector privado"
541712,"Servicios de investigación científica y desarrollo en ciencias naturales y exactas, ingeniería, y ciencias de la vida, prestados por el sector público"
54172,Servicios de investigación científica y desarrollo en ciencias sociales y humanidadesT
541721,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector privado"
541722,"Servicios de investigación científica y desarrollo en ciencias sociales y humanidades, prestados por el sector público"
5418,Servicios de publicidad y actividades relacionadasT
54181,Agencias de publicidadT
541810,Agencias de publicidad
54182,Agencias de relaciones públicasT
541820,Agencias de relaciones públicas
54183,Agencias de compra de medios a petición del clienteT
541830,Agencias de compra de medios a petición del cliente
54184,Agencias de representación de mediosT
541840,Agencias de representación de medios
54185,Agencias de anuncios publicitariosT
541850,Agencias de anuncios publicitarios
54186,Agencias de correo directoT
541860,Agencias de correo directo
54187,Distribución de material publicitarioT
541870,Distribución de material publicitario
54189,Servicios de rotulación y otros servicios de publicidadT
541890,Servicios de rotulación y otros servicios de publicidad
5419,"Otros servicios profesionales, científicos y técnicosT"
54191,Servicios de investigación de mercados y encuestas de opinión públicaT
541910,Servicios de investigación de mercados y encuestas de opinión pública
54192,Servicios de fotografía y videograbaciónT
541920,Servicios de fotografía y videograbación
54193,Servicios de traducción e interpretaciónT
541930,Servicios de traducción e interpretación
54194,Servicios veterinariosT
541941,Servicios veterinarios para mascotas prestados por el sector privado
541942,Servicios veterinarios para mascotas prestados por el sector público
541943,Servicios veterinarios para la ganadería prestados por el sector privado
541944,Servicios veterinarios para la ganadería prestados por el sector público
54199,"Otros servicios profesionales, científicos y técnicosT"
541990,"Otros servicios profesionales, científicos y técnicos"
55,Dirección y administración de grupos empresariales o corporativosT
551,Dirección y administración de grupos empresariales o corporativosT
5511,Dirección y administración de grupos empresariales o corporativosT
55111,Dirección y administración de grupos empresariales o corporativosT
551111,Dirección y administración de grupos empresariales o corporativos
551112,Tenedoras de acciones
56,"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediaciónT"
561,Servicios de apoyo a los negociosT
5611,Servicios de administración de negociosT
56111,Servicios de administración de negociosT
561110,Servicios de administración de negocios
5612,Servicios integrales de apoyo a los negocios en instalacionesT
56121,Servicios integrales de apoyo a los negocios en instalacionesT
561210,Servicios integrales de apoyo a los negocios en instalaciones
5613,Servicios de empleoT
56131,Agencias de colocaciónT
561310,Agencias de colocación
56132,Agencias de empleo temporalT
561320,Agencias de empleo temporal
56133,Suministro de personal permanenteT
561330,Suministro de personal permanente
5614,"Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similaresT"
56141,Servicios de preparación de documentosT
561410,Servicios de preparación de documentos
56142,"Servicios de casetas telefónicas, recepción de llamadas y promoción por teléfonoT"
561421,Servicios de casetas telefónicas
561422,Servicios de recepción de llamadas telefónicas y promoción por teléfono
56143,"Servicios de fotocopiado, fax, acceso a computadoras y afinesT"
561431,"Servicios de fotocopiado, fax y afines"
561432,Servicios de acceso a computadoras
56144,Agencias de cobranzaT
561440,Agencias de cobranza
56145,Despachos de investigación de solvencia financieraT
561450,Despachos de investigación de solvencia financiera
56149,Otros servicios de apoyo secretarial y similaresT
561490,Otros servicios de apoyo secretarial y similares
5615,Agencias de viajes y servicios de reservacionesT
56151,Agencias de viajesT
561510,Agencias de viajes
56152,Organización de excursiones y paquetes turísticos para agencias de viajes (Operadores de tours)T
561520,Organización de excursiones y paquetes turísticos para agencias de viajes (Operadores de tours)
56159,Otros servicios de reservacionesT
561590,Otros servicios de reservaciones
5616,"Servicios de investigación, protección y seguridadT"
56161,"Servicios de investigación y de protección y custodia, excepto mediante monitoreoT"
561610,"Servicios de investigación y de protección y custodia, excepto mediante monitoreo"
56162,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridadT
561620,Servicios de protección y custodia mediante el monitoreo de sistemas de seguridad
5617,Servicios de limpiezaT
56171,Servicios de control y exterminación de plagasT
561710,Servicios de control y exterminación de plagas
56172,Servicios de limpieza de inmueblesT
561720,Servicios de limpieza de inmuebles
56173,Servicios de instalación y mantenimiento de áreas verdesT
561730,Servicios de instalación y mantenimiento de áreas verdes
56174,"Servicios de limpieza de tapicería, alfombras y mueblesT"
561740,"Servicios de limpieza de tapicería, alfombras y muebles"
56179,Otros servicios de limpiezaT
561790,Otros servicios de limpieza
5619,Otros servicios de apoyo a los negociosT
56191,Servicios de empacado y etiquetadoT
561910,Servicios de empacado y etiquetado
56192,Organizadores de convenciones y ferias comerciales e industrialesT
561920,Organizadores de convenciones y ferias comerciales e industriales
56199,Otros servicios de apoyo a los negociosT
561990,Otros servicios de apoyo a los negocios
562,Manejo de residuos y servicios de remediaciónT
5621,Recolección de residuos
56211,Recolección de residuos peligrosos
562111,Recolección de residuos peligrosos por el sector privado
562112,Recolección de residuos peligrosos por el sector público
56212,Recolección de residuos no peligrosos
562121,Recolección de residuos no peligrosos por el sector privado
562122,Recolección de residuos no peligrosos por el sector público
5622,Tratamiento y disposición final de residuos
56221,Tratamiento y disposición final de residuos peligrosos
562211,Tratamiento y disposición final de residuos peligrosos por el sector privado
562212,Tratamiento y disposición final de residuos peligrosos por el sector público
56222,Tratamiento y disposición final de residuos no peligrosos
562221,Tratamiento y disposición final de residuos no peligrosos por el sector privado
562222,Tratamiento y disposición final de residuos no peligrosos por el sector público
5629,"Servicios de remediación, recuperación, y otros servicios de manejo de residuos"
56291,Servicios de remediación
562911,Servicios de remediación por el sector privado
562912,Servicios de remediación por el sector público
56292,Recuperación de residuos
562921,Recuperación de residuos por el sector privado
562922,Recuperación de residuos por el sector público
56299,Otros servicios de manejo de residuos
562998,Otros servicios de manejo de residuos por el sector privado
562999,Otros servicios de manejo de residuos por el sector público
61,Servicios educativosT
611,Servicios educativosT
6111,"Escuelas de educación básica, media y para necesidades especialesT"
61111,Escuelas de educación preescolar y centros de estimulación temprana
611111,Escuelas de educación preescolar y centros de estimulación temprana del sector privado
611112,Escuelas de educación preescolar y centros de estimulación temprana del sector público
61112,Escuelas de educación primaria
611121,Escuelas de educación primaria del sector privado
611122,Escuelas de educación primaria del sector público
61113,Escuelas de educación secundaria general
611131,Escuelas de educación secundaria general del sector privado
611132,Escuelas de educación secundaria general del sector público
61114,Escuelas de educación secundaria técnica
611141,Escuelas de educación secundaria técnica del sector privado
611142,Escuelas de educación secundaria técnica del sector público
61115,Escuelas de educación media técnica terminal
611151,Escuelas de educación media técnica terminal del sector privado
611152,Escuelas de educación media técnica terminal del sector público
61116,Escuelas de educación media superior
611161,Escuelas de educación media superior del sector privado
611162,Escuelas de educación media superior del sector público
61117,Escuelas que combinan diversos niveles de educación
611171,Escuelas del sector privado que combinan diversos niveles de educación
611172,Escuelas del sector público que combinan diversos niveles de educación
61118,Escuelas de educación para necesidades especiales
611181,Escuelas del sector privado de educación para necesidades especiales
611182,Escuelas del sector público de educación para necesidades especiales
6112,Escuelas de educación técnica superiorT
61121,Escuelas de educación técnica superiorT
611211,Escuelas de educación técnica superior del sector privado
611212,Escuelas de educación técnica superior del sector público
6113,Escuelas de educación superiorT
61131,Escuelas de educación superiorT
611311,Escuelas de educación superior del sector privado
611312,Escuelas de educación superior del sector público
6114,"Escuelas comerciales, de computación y de capacitación para ejecutivosT"
61141,Escuelas comerciales y secretarialesT
611411,Escuelas comerciales y secretariales del sector privado
611412,Escuelas comerciales y secretariales del sector público
61142,Escuelas de computaciónT
611421,Escuelas de computación del sector privado
611422,Escuelas de computación del sector público
61143,Escuelas para la capacitación de ejecutivosT
611431,Escuelas para la capacitación de ejecutivos del sector privado
611432,Escuelas para la capacitación de ejecutivos del sector público
6115,Escuelas de oficiosT
61151,Escuelas de oficiosT
611511,Escuelas del sector privado dedicadas a la enseñanza de oficios
611512,Escuelas del sector público dedicadas a la enseñanza de oficios
6116,Otros servicios educativosT
61161,Escuelas de arteT
611611,Escuelas de arte del sector privado
611612,Escuelas de arte del sector público
61162,Escuelas de deporteT
611621,Escuelas de deporte del sector privado
611622,Escuelas de deporte del sector público
61163,Escuelas de idiomasT
611631,Escuelas de idiomas del sector privado
611632,Escuelas de idiomas del sector público
61169,Otros servicios educativosT
611691,Servicios de profesores particulares
611698,Otros servicios educativos proporcionados por el sector privado
611699,Otros servicios educativos proporcionados por el sector público
6117,Servicios de apoyo a la educaciónT
61171,Servicios de apoyo a la educaciónT
611710,Servicios de apoyo a la educación
62,Servicios de salud y de asistencia socialT
621,Servicios médicos de consulta externa y servicios relacionadosT
6211,Consultorios médicosT
62111,Consultorios médicosT
621111,Consultorios de medicina general del sector privado
621112,Consultorios de medicina general del sector público
621113,Consultorios de medicina especializada del sector privado
621114,Consultorios de medicina especializada del sector público
621115,Clínicas de consultorios médicos del sector privado
621116,Clínicas de consultorios médicos del sector público
6212,Consultorios dentalesT
62121,Consultorios dentalesT
621211,Consultorios dentales del sector privado
621212,Consultorios dentales del sector público
6213,Otros consultorios para el cuidado de la saludT
62131,Consultorios de quiroprácticaT
621311,Consultorios de quiropráctica del sector privado
621312,Consultorios de quiropráctica del sector público
62132,Consultorios de optometríaT
621320,Consultorios de optometría
62133,Consultorios de psicologíaT
621331,Consultorios de psicología del sector privado
621332,Consultorios de psicología del sector público
62134,"Consultorios de audiología y de terapia ocupacional, física y del lenguajeT"
621341,"Consultorios del sector privado de audiología y de terapia ocupacional, física y del lenguaje"
621342,"Consultorios del sector público de audiología y de terapia ocupacional, física y del lenguaje"
62139,Otros consultorios para el cuidado de la saludT
621391,Consultorios de nutriólogos y dietistas del sector privado
621392,Consultorios de nutriólogos y dietistas del sector público
621398,Otros consultorios del sector privado para el cuidado de la salud
621399,Otros consultorios del sector público para el cuidado de la salud
6214,Centros para la atención de pacientes que no requieren hospitalizaciónT
62141,Centros de planificación familiarT
621411,Centros de planificación familiar del sector privado
621412,Centros de planificación familiar del sector público
62142,Centros de atención médica externa para enfermos mentales y adictosT
621421,Centros del sector privado de atención médica externa para enfermos mentales y adictos
621422,Centros del sector público de atención médica externa para enfermos mentales y adictos
62149,Otros centros para la atención de pacientes que no requieren hospitalizaciónT
621491,Otros centros del sector privado para la atención de pacientes que no requieren hospitalización
621492,Otros centros del sector público para la atención de pacientes que no requieren hospitalización
6215,Laboratorios médicos y de diagnósticoT
62151,Laboratorios médicos y de diagnósticoT
621511,Laboratorios médicos y de diagnóstico del sector privado
621512,Laboratorios médicos y de diagnóstico del sector público
6216,Servicios de enfermería a domicilioT
62161,Servicios de enfermería a domicilioT
621610,Servicios de enfermería a domicilio
6219,"Servicios de ambulancias, de bancos de órganos y otros servicios auxiliares al tratamiento médicoT"
62191,Servicios de ambulanciasT
621910,Servicios de ambulancias
62199,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médicoT"
621991,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector privado"
621992,"Servicios de bancos de órganos, bancos de sangre y otros servicios auxiliares al tratamiento médico prestados por el sector público"
622,HospitalesT
6221,Hospitales generalesT
62211,Hospitales generalesT
622111,Hospitales generales del sector privado
622112,Hospitales generales del sector público
6222,Hospitales psiquiátricos y para el tratamiento por adicciónT
62221,Hospitales psiquiátricos y para el tratamiento por adicciónT
